,vignette_name,generation_number,generation_time,response,reflection_score,id
577,class,3,5917,Take the fail,63,36
578,class,4,9668,Wait to see what happens,52,36
579,class,5,5661,Talk to parents,66,36
580,mother,0,3894,Call govt,99,36
581,mother,1,4717,Take a loan,88,36
582,mother,2,4045,Call a friend,79,36
583,mother,3,3132,Talk to dad,94,36
584,mother,4,2797,Ask for help,100,36
585,mother,5,5292,Feel sad,29,36
586,gas,0,2238,Take the woman,96,36
587,gas,1,3517,Call her a ride,97,36
588,gas,2,1805,do nothing,16,36
589,gas,3,3229,give her money,62,36
590,gas,4,7692,tell her no,40,36
591,gas,5,11244,give her the option of dropping her off at your stop,85,36
592,ring,0,1918,freak out,19,36
593,ring,1,2476,call the cab,95,36
594,ring,2,2444,tell your fiance,81,36
595,ring,3,2701,apologize,65,36
596,ring,4,2045,get upset,39,36
597,ring,5,6188,get another ring,1,36
598,medication,0,4182,call the government,93,36
599,medication,1,2428,pay the bill,72,36
600,medication,2,1644,do nothgng,43,36
601,medication,3,5581,take a loan,60,36
602,medication,4,1883,ask for money,70,36
603,medication,5,5404,ask for free treatment,95,36
604,bakery,0,1742,tell manager,89,36
605,bakery,1,1437,do nothing,6,36
606,bakery,2,3165,take it out of my own money,10,36
607,bakery,3,14284,steal next customers money to reimburse,14,36
608,bakery,5,3996,do nothing,8,36
609,arizona,0,2309,leave to get help,87,36
610,arizona,1,1676,stay with her,84,36
611,arizona,2,8285,get her shade,100,36
612,arizona,3,5277,cut off her arm,3,36
613,arizona,4,5373,give her water,97,36
614,arizona,5,4333,stay overnight until help arrives,91,36
615,concert,0,3598,skip the concert,34,36
616,concert,1,2077,leave ted,33,36
617,concert,2,3149,buy another ticket on the way,38,36
618,concert,3,8940,explain at the concert and try to get in for free,63,36
619,concert,4,3226,call a friend to pick it up,60,36
620,concert,5,2925,do nothing,31,36
621,store,0,2718,leave work,52,36
622,store,1,1725,stay at work,52,36
623,store,2,1405,call court,62,36
624,store,3,3804,ask coworker to help,70,36
625,store,4,6524,quit job,41,36
626,store,5,6156,call their relatives,76,36
627,summer,0,3742,try to open car door,75,36
628,summer,1,1437,call police,70,36
629,summer,2,2284,look for owner,67,36
630,summer,3,3372,break into car,20,36
631,summer,4,4269,drip water into car,39,36
632,summer,5,4349,call animal control,70,36
633,concert,0,17386,Suggest he call an Uber to get his tickets,34,80
634,concert,1,15584,Skip the concert and do something else fun instead,60,80
635,concert,2,12624,Go to the concert and show proof of purchase of the ticket,77,80
636,concert,3,24163,Ask someone at home to bring the ticket over,100,80
637,concert,4,19665,Try to buy another ticket at the concert,52,80
638,medication,0,11320,Start a GoFundMe,68,80
639,medication,1,12154,Sell some of my belongings,80,80
640,medication,2,7919,Put it on a credit card,87,80
641,medication,3,7784,Ask a family member to borrow money,61,80
642,medication,4,26705,Ask the doctor if they have any free samples to buy some time,18,80
643,medication,5,13681,Do lots of work on Prolific to raise the funds,45,80
644,mother,0,13314,"Move to another, more affordable place with my father",65,80
645,mother,1,13952,Get a higher paying job to afford a better place,69,80
646,mother,2,7224,Ask another relative to take him in,55,80
647,mother,3,23539,Move him in anyways and deal with having no space or privacy,35,80
648,mother,4,16880,Look for financial aid options to help afford to put him somewhere,93,80
649,mother,5,33476,Start a GoFundMe to help with the finances,44,80
650,store,0,5792,Call another coworker,100,80
651,store,1,28699,Cancel the commitment and deal with the consequences,0,80
652,store,2,5551,Close the store and leave,69,80
653,store,3,33046,Ask a friend or family member to fill in for you,12,80
654,arizona,0,5104,Scream for help,29,80
655,arizona,1,7912,Try to find my way back,53,80
656,arizona,3,43117,Walk at least part of the way back and try to find someone to help,62,80
657,arizona,4,18370,Search for a source of water to keep me going,62,80
658,class,0,8063,Explain the problem to the teacher,100,80
659,class,1,8928,Call my mother and ask her to bring it in,95,80
660,class,2,12305,Find somewhere to print out another copy of my assignment,100,80
661,class,3,16777,Pretend to be sick and send the homework to my teacher later,43,80
662,class,5,29578,Try to do the assignment quickly before the end of class,0,80
663,bakery,0,8823,Pay for it myself,12,80
664,bakery,1,9160,Have the other workers pool together money to pay it back,43,80
665,bakery,3,17674,Explain the problem to the manager and tell them you think a coworker stole it,25,80
666,summer,0,5040,Call the police,85,80
667,summer,1,7096,Wait a little while and see if anyone comes,41,80
668,summer,2,3622,Break the windows,49,80
669,summer,3,16041,"Ask others if they know the driver, convince one of them to break the window",33,80
670,summer,4,7032,Call AAA and have them open the car,79,80
671,summer,5,16545,Try to break into the car myself,0,80
672,ring,0,7105,Call the taxi company,100,80
673,ring,1,13185,Tell someone else so they can help you fix the problem,72,80
674,ring,2,16008,Explain the issue to the groom and ask him what to do,37,80
675,ring,3,12312,Pretend to think the ring was stolen,0,80
676,ring,4,16058,"Quickly buy a cheap, stand in ring and figure it out later",7,80
677,ring,5,19057,Borrow someone elses ring to use for the ceremony and take care of it later,8,80
678,gas,0,6400,Give her the ride,79,80
679,gas,1,4639,Tell her no and leave,76,80
680,gas,2,11513,Suggest she take an Uber,100,80
681,gas,3,6607,Tell her to ask someone else,42,80
682,gas,5,3888,Ignore her and leave,14,80
683,summer,0,22447,Go in the mall and see if they have a intercom they could alert the owner. ,81,84
684,summer,1,4117,Call the cops.,68,84
685,summer,2,3463,Break a window.,56,84
686,summer,3,15411,Start yelling raising awareness of the situation.,26,84
687,summer,4,15348,Wait by the car for a bit to make sure the dog stays ok until the owner returns. ,58,84
688,summer,5,32632,Have the license plate run and see if you could identify the owners.,43,84
689,mother,0,10329,Move in with your father.,88,84
690,mother,1,20848,Find a home for both of you to live it (if his home is not adequate). ,82,84
691,mother,2,10365,Contact other family members to see if they can help.,56,84
692,mother,3,30263,Let him figure it out. ,22,84
693,mother,4,24378,Move closer to him so that I could check on him often.,49,84
694,mother,5,34449,Do nothing and at all and see what happens.,19,84
695,arizona,0,11614,I could leave her and go back to find help.,73,84
696,arizona,1,17410,I could leave her and walk until I get to cell phone service. ,74,84
697,arizona,2,15249,I could cut her arm off. ,41,84
698,arizona,3,9996,I could wait with her and hope someone comes by.,43,84
699,arizona,4,19265,I could start a fire and signal for help.,90,84
700,arizona,5,9825,I could just leave her and continue on my hike.,4,84
701,gas,0,11094,I could take the woman to her destination.,87,84
702,gas,2,8949,I could give her some money to call a cab.,57,84
703,gas,3,16748,I could pretend that I could not speak her language and point her to the inside of the gas station.,12,84
704,gas,4,19029,I could offer to take her part way.,49,84
705,gas,5,11497,Ignore her and get back in my car.,25,84
706,bakery,0,13250,Pay the difference myself. ,64,84
707,bakery,1,14661,Tell the boss about the missing money and hope for the best.,42,84
708,bakery,2,12534,Try to figure out who is actually responsible and ask them to pay.,55,84
709,bakery,3,14498,Collect money from all the workers to make up the difference.,10,84
710,bakery,5,10160,Ignore it and see what happens.,39,84
711,ring,0,6498,Tell your sister what happened. ,69,84
712,ring,1,9004,Call the taxi company and see if they can find the driver.,71,84
713,ring,2,9511,See if you can find someone you can borrow a ring from for the time being.,62,84
714,ring,3,12815,Lie and say someone must have stolen it.,27,84
715,ring,4,16114,Not say anything at all and see what happens. ,6,84
716,ring,5,9697,Tell you sister you already gave it to the new husband.,29,84
717,class,0,6795,Tell your teacher what happened. ,72,84
718,class,1,9796,See if you could go to the office to call your mom to bring it.,88,84
719,class,2,11748,Try to do it really quick to turn in.,37,84
720,class,4,11237,Ask someone else for theirs and pay them.,13,84
721,class,5,23298,Just accept a zero for it.,23,84
722,concert,0,9633,See if he could buy one quickly.,55,84
723,concert,1,5064,Try to sneak in.,38,84
724,concert,3,9814,Give him yours and you go home.,43,84
725,concert,5,19863,Try to get in by claiming his ticket was stolen. ,45,84
726,store,0,7583,Miss your court date.,16,84
727,store,1,6616,Lock up the store and leave. ,55,84
728,store,2,8247,Call someone else to see if they could cover. ,60,84
729,store,3,7198,Call the court and tell them your situation. ,18,84
730,medication,0,8506,Go in to debt by putting it on a credit card. ,63,84
731,medication,1,5649,Start a go fund me. ,57,84
732,medication,2,4881,Break in to a pharmacy.,38,84
733,medication,3,18210,Somehow to do sometype of insurance fraud to get it covered.,36,84
734,medication,4,7833,Beg for money from your families.,56,84
735,medication,5,10061,As your doctor for free samples.,76,84
736,arizona,0,25231,I would scream for help,72,169
737,arizona,1,20296,I would look around for other people,70,169
738,arizona,2,53787,I would continue to try to get her arm out,78,169
739,arizona,3,38344,I would try to climb down to get help,32,169
740,arizona,4,31267,I would continue to try my phone,64,169
741,arizona,5,20647,I would hope to have something to light a flare,33,169
742,summer,0,20245,Go to the mall office to see what they can do,100,169
743,summer,1,12301,Search stores and make announcement,100,169
744,summer,2,6892,Call police,100,169
745,summer,3,33569,See if there was a way I could open windows or doors,14,169
746,summer,4,10423,Ask others around for help,50,169
747,summer,5,18553,Wait for owner to come out,27,169
748,mother,0,21883,Move in with father,100,169
749,mother,1,7797,Call siblings,51,169
750,mother,2,51867,Call elder care agency,38,169
751,mother,3,14370,Borrow money,35,169
752,mother,4,22839,Move Dad in my home anyway and make it work,100,169
753,mother,5,38473,Redo home to add room,100,169
754,store,0,18099,Call coworker to cover,77,169
755,store,2,8391,Call corporate office,29,169
756,store,3,11976,Call courthouse,48,169
757,store,4,35941,Stay at work and deal with other layer,40,169
758,store,5,23494,Ask Boss to give me a note to bring to court,49,169
759,ring,0,14228,Tell the bride,41,169
760,ring,1,72692,Ask attendees to  call cab company,67,169
761,ring,2,16780,Use one of my own rings,91,169
762,ring,4,15843,Ask cab company to bring it asap,40,169
763,ring,5,21652,Ask bride and groom what they want to do,100,169
764,class,0,24651,Explain to the teacher and ask for extension,100,169
765,class,1,9641,Call Mom to bring it,100,169
766,class,2,12303,Try to do it quickly,32,169
767,class,3,7589,Cut the class,18,169
768,class,4,9191,Run home and get it,67,169
769,class,5,44760,Go home and stay home,9,169
770,bakery,0,73970,Go over cameras,76,169
771,bakery,1,10461,Put my own money in,100,169
772,bakery,2,45258,Let management know you will pay out of your check,82,169
773,bakery,3,41371,Call and ask management not to make coworkers responsible for your mistake,85,169
774,bakery,4,16238,Recount drawer,78,169
775,concert,0,13953,Try to buy another ticket,100,169
776,concert,1,57746,Call someone to bring it,28,169
777,concert,2,10641,Wait with ted,39,169
778,concert,3,11339,Try to listen from outside,54,169
779,concert,4,18152,Go home with ted,72,169
780,concert,5,9951,Sell my ticket,100,169
781,medication,0,7468,Borrow the money,86,169
782,medication,1,14444,Call Dr for a different med,100,169
783,medication,3,76559,Call pharmacy to see if there are any programs,72,169
784,medication,4,177676,Go back to dr,64,169
785,medication,5,24154,Try other pharmacy,30,169
786,gas,0,16481,Tell her yes,89,169
787,gas,1,11913,Ask if she has a few dollars for gas,100,169
788,gas,5,18978,Wait while she asks and finds someone else,79,169
789,concert,0,6236,buy another ticket,69,21
790,concert,1,8781,ask someone at his house to bring his ticket,83,21
791,concert,2,12044,send him home to get his ticket,64,21
792,concert,3,5938,buy a ticket from a scalper,84,21
793,concert,4,4864,try to sneak him in,57,21
794,concert,5,12384,have him not see the show,30,21
795,ring,0,19622,call the taxi company and see if you can connect with them and have them bring it back,100,21
796,ring,1,28970,make due without it,69,21
797,ring,2,8536,go buy another,9,21
798,ring,3,7429,make one out of food,47,21
799,ring,4,14279,get in a car and try and go find the taxi,39,21
800,ring,5,22195,make one out of paper,52,21
801,arizona,0,12051,Stay with her and continue to try calling 911,50,21
802,arizona,1,17070,Go and try calling 911 from another location,58,21
803,arizona,2,3314,try and find help,64,21
804,arizona,3,16868,stay with her and wait for help,47,21
805,arizona,4,13340,attempt to free her on our own,34,21
806,arizona,5,9602,rehydrate off our own urine,0,21
807,summer,0,4849,Break the window,18,21
808,summer,1,8371,call mall security ,100,21
809,summer,2,4307,call the police,64,21
810,summer,3,4946,do nothing,0,21
811,summer,4,13466,try to open the door,36,21
812,summer,5,15889,ignore the dog and go shopping,0,21
813,mother,0,9166,Ask family for help,100,21
814,mother,1,5413,Ask friends for help,96,21
815,mother,2,11244,Look for resources the government provides,96,21
816,mother,3,14808,See if he has friends that might be able to offer assistance,94,21
817,mother,4,8389,Do nothing,0,21
818,mother,5,18962,Take him in and do the best we can together.,72,21
819,bakery,0,39638,Work overtime (its paid extra why not this one doesnt make sense to me),100,21
820,bakery,1,13940,"Look under the registers for the cash, ive had this one happen",100,21
821,bakery,2,19551,"Ask the employees about suspicious short change transactions, had this happen",100,21
